Exported with PreSens Datamanager V2.0.0.57
Date;Time;User;SensorID;SensorName;delta_t;Unit;Value;Unit;Mode;Phase;Unit;Amplitude;Unit;Temp;Unit;patm;Unit;Salinity;Unit;Error;Cal0;Unit;T0;Unit;O2-2nd;Unit;Cal2nd;Unit;T2nd;Unit;CalPressure;Unit;f1;dPhi1;dkSv1;dPhi2;dkSv2;m;Cal Mode;SignalLEDCurrent;ReferenceLEDCurrent;ReferenceAmplitude;DeviceSerial;FwVersion;SensorType;BatchID;Calibration Date;Sensor lot;PreSens calibrated Sensor;Battery Voltage;Unit
28-Oct-2019;14:26:05;default              ;222108333 ;KrilLR12             ;1.07;min;9.082;mg/l;humid;28.595;deg;14402;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38759;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.131;V;
28-Oct-2019;14:26:06;default              ;222108333 ;KrilLR12             ;1.08;min;9.128;mg/l;humid;28.541;deg;12800;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38760;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.131;V;
28-Oct-2019;14:26:07;default              ;222108333 ;KrilLR12             ;1.10;min;9.042;mg/l;humid;28.643;deg;16200;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38750;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.133;V;
28-Oct-2019;14:26:14;default              ;201822008 ;KrilLR13             ;1.22;min;9.431;mg/l;humid;28.187;deg;3160;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38792;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.141;V;
28-Oct-2019;14:26:15;default              ;201822008 ;KrilLR13             ;1.23;min;8.979;mg/l;humid;28.720;deg;5889;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38749;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.135;V;
28-Oct-2019;14:26:16;default              ;201822008 ;KrilLR13             ;1.25;min;9.195;mg/l;humid;28.461;deg;4411;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38755;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.133;V;
28-Oct-2019;14:26:17;default              ;201822008 ;KrilLR13             ;1.27;min;9.415;mg/l;humid;28.205;deg;3484;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38756;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.134;V;
28-Oct-2019;14:26:29;default              ;641264370 ;KrilLR14             ;1.47;min;9.122;mg/l;humid;28.548;deg;6402;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38790;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.141;V;
28-Oct-2019;14:26:30;default              ;641264370 ;KrilLR14             ;1.48;min;9.160;mg/l;humid;28.502;deg;5987;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38770;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.131;V;
28-Oct-2019;14:26:31;default              ;641264370 ;KrilLR14             ;1.50;min;9.118;mg/l;humid;28.553;deg;7021;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38763;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.130;V;
28-Oct-2019;14:26:42;default              ;289892479 ;KrilLR15             ;1.68;min;8.787;mg/l;humid;28.956;deg;11982;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38788;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.136;V;
28-Oct-2019;14:26:43;default              ;289892479 ;KrilLR15             ;1.70;min;8.723;mg/l;humid;29.036;deg;17909;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38772;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.133;V;
28-Oct-2019;14:26:44;default              ;289892479 ;KrilLR15             ;1.72;min;8.691;mg/l;humid;29.077;deg;20678;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38767;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.132;V;
28-Oct-2019;14:26:53;default              ;106042040 ;KrilLR16             ;1.87;min;9.357;mg/l;humid;28.272;deg;9431;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38779;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.139;V;
28-Oct-2019;14:26:54;default              ;106042040 ;KrilLR16             ;1.88;min;9.279;mg/l;humid;28.362;deg;9176;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38758;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.129;V;
28-Oct-2019;14:26:55;default              ;106042040 ;KrilLR16             ;1.90;min;9.078;mg/l;humid;28.600;deg;13269;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38755;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.130;V;
28-Oct-2019;14:27:06;default              ;753661045 ;KrilLR17             ;2.08;min;10.159;mg/l;humid;27.390;deg;2171;uV;11.000;°C;1013.000;mbar;30.3;pmil;4;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38782;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.139;V;
28-Oct-2019;14:27:07;default              ;753661045 ;KrilLR17             ;2.10;min;8.995;mg/l;humid;28.700;deg;8220;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38761;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.129;V;
28-Oct-2019;14:27:08;default              ;753661045 ;KrilLR17             ;2.12;min;8.908;mg/l;humid;28.807;deg;11004;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38755;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.130;V;
28-Oct-2019;14:27:16;default              ;152418897 ;KrilLR18             ;2.25;min;8.700;mg/l;humid;29.066;deg;9641;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38784;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.139;V;
28-Oct-2019;14:27:17;default              ;152418897 ;KrilLR18             ;2.27;min;8.614;mg/l;humid;29.175;deg;12394;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38734;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.139;V;
28-Oct-2019;14:27:18;default              ;152418897 ;KrilLR18             ;2.28;min;8.683;mg/l;humid;29.087;deg;9384;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38750;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.130;V;
28-Oct-2019;14:27:19;default              ;152418897 ;KrilLR18             ;2.30;min;8.623;mg/l;humid;29.163;deg;11478;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38747;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.131;V;
28-Oct-2019;14:27:28;default              ;102620725 ;KrilLR19             ;2.45;min;9.024;mg/l;humid;28.665;deg;8829;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38780;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.138;V;
28-Oct-2019;14:27:28;default              ;102620725 ;KrilLR19             ;2.45;min;8.918;mg/l;humid;28.794;deg;9223;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38725;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.138;V;
28-Oct-2019;14:27:29;default              ;102620725 ;KrilLR19             ;2.47;min;8.875;mg/l;humid;28.847;deg;10562;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38746;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.126;V;
28-Oct-2019;14:27:30;default              ;102620725 ;KrilLR19             ;2.48;min;8.863;mg/l;humid;28.862;deg;11450;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38747;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.126;V;
28-Oct-2019;14:27:31;default              ;102620725 ;KrilLR19             ;2.50;min;8.865;mg/l;humid;28.859;deg;11303;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38740;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.128;V;
28-Oct-2019;14:27:40;default              ;873148653 ;KrILR110             ;2.65;min;9.522;mg/l;humid;28.083;deg;2720;uV;11.000;°C;1013.000;mbar;30.3;pmil;4;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38776;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.133;V;
28-Oct-2019;14:27:41;default              ;873148653 ;KrILR110             ;2.67;min;8.790;mg/l;humid;28.952;deg;8654;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38755;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.129;V;
28-Oct-2019;14:27:42;default              ;873148653 ;KrILR110             ;2.68;min;8.762;mg/l;humid;28.988;deg;9397;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38744;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.128;V;
28-Oct-2019;14:27:43;default              ;873148653 ;KrILR110             ;2.70;min;8.790;mg/l;humid;28.953;deg;8513;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38741;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.131;V;
28-Oct-2019;14:27:56;default              ;521776762 ;KriLR111             ;2.92;min;9.125;mg/l;humid;28.544;deg;8165;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38772;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.133;V;
28-Oct-2019;14:27:57;default              ;521776762 ;KriLR111             ;2.93;min;9.105;mg/l;humid;28.568;deg;9010;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38731;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.127;V;
28-Oct-2019;14:27:58;default              ;521776762 ;KriLR111             ;2.95;min;9.077;mg/l;humid;28.601;deg;12137;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38742;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.126;V;
28-Oct-2019;14:27:59;default              ;521776762 ;KriLR111             ;2.97;min;9.090;mg/l;humid;28.586;deg;11836;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38740;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.129;V;
28-Oct-2019;14:28:10;default              ;129230469 ;KriLR112             ;3.15;min;9.353;mg/l;humid;28.276;deg;3931;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38770;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.136;V;
28-Oct-2019;14:28:11;default              ;129230469 ;KriLR112             ;3.17;min;8.972;mg/l;humid;28.728;deg;7222;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38737;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.127;V;
28-Oct-2019;14:28:12;default              ;129230469 ;KriLR112             ;3.18;min;9.029;mg/l;humid;28.659;deg;7465;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38740;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.127;V;
28-Oct-2019;14:28:21;default              ;940932799 ;KriLR113             ;3.33;min;9.635;mg/l;humid;27.956;deg;3599;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38770;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.133;V;
28-Oct-2019;14:28:22;default              ;940932799 ;KriLR113             ;3.35;min;9.045;mg/l;humid;28.640;deg;9041;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38750;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.125;V;
28-Oct-2019;14:28:23;default              ;940932799 ;KriLR113             ;3.37;min;8.965;mg/l;humid;28.737;deg;11229;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38739;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.127;V;
28-Oct-2019;14:28:24;default              ;940932799 ;KriLR113             ;3.38;min;8.993;mg/l;humid;28.703;deg;10697;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38738;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.127;V;
28-Oct-2019;14:28:33;default              ;171146072 ;KriLR114             ;3.53;min;---;mg/l;humid;14.652;deg;305;uV;11.000;°C;1013.000;mbar;30.3;pmil;2;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38765;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.135;V;
28-Oct-2019;14:28:34;default              ;171146072 ;KriLR114             ;3.55;min;10.906;mg/l;humid;26.643;deg;1587;uV;11.000;°C;1013.000;mbar;30.3;pmil;4;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38750;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.126;V;
28-Oct-2019;14:28:35;default              ;171146072 ;KriLR114             ;3.57;min;9.163;mg/l;humid;28.499;deg;8041;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38744;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.121;V;
28-Oct-2019;14:28:36;default              ;171146072 ;KriLR114             ;3.58;min;9.146;mg/l;humid;28.519;deg;8100;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38737;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.126;V;
28-Oct-2019;14:28:44;default              ;334505008 ;KriLR115             ;3.72;min;10.705;mg/l;humid;26.838;deg;1661;uV;11.000;°C;1013.000;mbar;30.3;pmil;4;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38758;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.134;V;
28-Oct-2019;14:28:44;default              ;334505008 ;KriLR115             ;3.72;min;9.251;mg/l;humid;28.395;deg;5457;uV;11.000;°C;1013.000;mbar;30.3;pmil;0;59.000;deg;20.000;°C;100.000;%a.s.;27.000;deg;20.000;°C;1013;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;12;48.997;38708;SAAA0005000123;     p1.4.0.6 ;PSt3;191028-0;191028;194400;1;6.134;V;
